,0,1,2,3
0,22.598724099942704,179.02368624139052,163.2493171149627,1
0,2.973940543898777,179.89200206196395,165.4330543641795,1
0,147.7637709861829,177.03363746535945,165.81987886465555,1
0,167.0206880364097,177.21498713094337,166.3580020163457,1
0,154.10206277355329,177.23232078193962,165.43470407868384,1
0,172.44430179437217,178.71988157578178,165.29231515525396,1
0,176.2867568415522,176.8576038988578,165.434074630281,1
0,174.17758310189146,175.74809582236963,166.18456840613896,1
0,175.63242126360825,177.36078840499644,164.86528617334224,1
0,175.57139501332523,176.60848154138392,165.11383797071343,1
0,174.74607987762437,176.92717926635515,165.08054095688425,1
0,175.00236057009917,177.6267721703796,164.42943496202923,1
0,176.07905499659583,177.8872702135712,164.37482196683015,1
0,175.00555882282202,176.37685619964824,165.93051884299678,1
0,174.6601506797783,177.87278256298129,164.28737285459184,1
0,173.89589001786263,175.8872746348203,165.63041548324063,1
0,175.33628354081392,177.20391940292063,164.575340093602,1
0,174.140899246834,176.75198237802405,164.54718297232307,1
0,171.59284778545518,175.365196056743,163.89416510158378,1
0,168.47985745622844,173.34077825930234,165.3665436854956,1
0,140.592878209941,170.44781917041308,164.81106189101038,1
0,157.96085766866784,173.6654367298167,164.48352283808785,1
0,131.5237384046928,173.77047247486038,163.17437362555154,1
0,144.5092469913155,172.58520082385743,165.4071535788334,1
0,135.2537789837744,174.01035877487269,163.88978495609788,1
0,101.14528541210916,172.27969853578327,164.0644791838299,1
0,127.38129762989752,172.15816815482071,165.1803223671528,1
0,94.56558055900125,174.9359617911489,164.25727300050914,1
0,34.13863563364853,177.07837821402052,163.88645141235858,1
0,18.434980102293622,175.803686112515,165.10611472214597,1
0,5.476191543273057,179.2232165204666,163.10179160980124,1
0,3.138333070617221,179.5874353931063,163.31318236300828,1
0,1.0200439844873224,178.82544622234582,162.9356683004028,1
0,5.305198984797442,175.66123091140625,162.92903811529024,1
0,9.632142382972875,172.37503138853828,163.80871079817643,1
0,7.720228582918244,173.4918074699508,164.43137719873198,1
0,8.091911835546604,172.2035723396532,164.71979848380462,1
0,12.056305005801361,169.70424874689357,165.55744533821772,1
0,0.4550538716568022,179.69171088741376,166.48982987654026,1
0,2.5462407390695354,179.86146662285174,165.69265545887745,1
0,2.8538493938544445,179.99815996031637,165.64565888401947,1
0,7.205800544438713,172.9294264705236,165.68192373970925,1
0,7.057420362988054,172.5681502109516,164.66258412373426,1
0,30.351568653849213,150.9423487069735,163.28964581295605,1
0,28.14383672365744,153.3167108112769,163.44333706354635,1
0,43.231451404695946,138.2233368619854,162.95870106900998,1
0,99.16798385398315,82.00985401791955,164.07063641584276,1
0,119.68609371828241,62.13234230387065,164.38738773034126,1
0,145.9450971662196,34.67198535490528,162.64213125690333,1
0,161.47329204392298,18.323538181712415,162.7683771198509,1
0,146.50950584793875,33.35098211895585,163.16963127952056,1
0,156.24039014061654,23.624065887960096,162.86811651013923,1
0,156.79109849958354,23.03342393455376,162.98424320635547,1
0,159.90685919011497,19.610629022765984,162.81185136383155,1
0,163.15616520801166,16.607003286719472,162.39769012697877,1
0,157.05838372456552,22.61720277916054,163.06856167028377,1
0,154.4732728011668,27.100889483725357,163.23261108078188,1
0,150.30509103839927,32.42962307496603,164.96289633298647,1
0,125.98283689756683,57.415891343678105,165.3802517255916,1
0,121.82678935364501,61.38687745651363,163.61584290188307,1
0,74.99772309103672,107.91066087919097,163.74919730360543,1
0,97.0152259281563,86.97272465063735,164.70359558927024,1
0,76.11043354356488,108.4075582850134,166.18999226741997,1
0,99.46790602960013,86.21937563972506,166.39443413111263,1
0,83.13051069150576,101.88418278944042,167.35253766161165,1
0,103.78328849564866,81.4327047153941,167.98623914022457,1
0,82.31854613970543,102.62550437267569,167.85896547056808,1
0,102.89025727917081,83.67369283242031,167.8566583262609,1
0,105.23461129073229,83.12076064743826,166.55034812813622,1
0,112.57394069039108,77.61864739405665,167.9942533310227,1
0,113.68208326879875,76.87852392930293,168.35931567325042,1
0,117.15486033106914,73.15736063330748,168.22412059148144,1
0,112.04962289608757,79.26033724255325,167.03611268695994,1
0,112.28403685777029,78.42635325430925,166.45031913086603,1
0,108.80922484962427,81.30403976104651,165.27268889518362,1
0,100.9560107684664,88.37716949085073,165.6695825584114,1
0,97.4057468271706,91.05089558688674,165.53059390891042,1
0,97.98832590860683,89.19988154456293,164.54875507002438,1
0,96.40757576160827,89.91716582965242,164.27341903160013,1
0,90.55295994379051,95.64270915229802,164.41105908957417,1
0,96.08071549378897,91.2897304290781,165.3561306305612,1
0,102.77585638733822,83.83413277375868,165.79287966832084,1
0,99.65546684602216,87.0689112004745,167.0184860810889,1
0,108.7370906235809,79.11485015678448,167.21116745708957,1
0,97.70341639436259,89.62687067737669,167.45515092411503,1
0,98.03658963247906,88.9360128189782,167.61077450587672,1
0,102.84471739573662,85.03801317416307,167.7299623091309,1
0,113.08190022650533,74.70823188155154,168.35147920688942,1
0,120.00852890758443,67.58045514215453,167.61199280106064,1
0,116.90772860142243,70.59533312297455,168.12058438687077,1
0,121.3824752328811,66.8968801426728,168.49163157412278,1
0,116.40353900975177,71.52118103663172,168.5929695328611,1
0,120.62742302247247,67.36706173951976,169.62040682780946,1
0,124.61323375848568,63.450124780049244,169.71086637747666,1
0,127.15768593891893,61.42376917570697,169.13027663153122,1
0,127.81073718107817,60.707336068395264,169.63383594590383,1
0,127.92762922549105,60.70593368372697,169.43150351684739,1
0,128.08103861817,60.577881271376924,169.4356845539016,1
0,128.109976188916,61.07133124400799,169.84831627929435,1
0,132.3247802174469,57.36529365526164,171.16901646615185,1
0,137.36177245486832,52.33856308133692,171.39902370098835,1
0,131.23584109376893,58.706024276368105,171.48394879771027,1
0,131.99902564825092,57.48331445957474,171.7527223061899,1
0,130.8706414143797,58.4627377815853,171.20030452526927,1
0,132.81304975889816,56.023735905089055,171.5904000119462,1
0,128.95657729593574,59.58947175445531,171.27673437474095,1
0,132.93407692371463,54.70326895910906,170.76352351045753,1
0,133.85282825457003,53.45303278840699,170.24865865333746,1
0,132.71738887723737,54.26842183270875,170.30367745907716,1
0,124.84659745796219,63.0571807328503,170.1176710760313,1
0,125.84339538477047,62.29654771593358,170.4802986209314,1
0,126.35206052810281,62.009324016354775,170.56985221969288,1
0,129.93141499989562,57.91132335507808,170.65936694080878,1
0,131.40353919419613,55.43583675434922,170.20325893992631,1
0,128.64914096883203,58.17155690984248,170.19154210567973,1
0,129.41423690302523,57.45335415893492,170.24761866128077,1
0,129.4987166388884,57.33264758501724,170.10115334182444,1
0,132.31195889438868,54.66865742427788,170.11993427238278,1
0,130.28660565543282,56.607707756288285,169.75538643692784,1
0,128.02612541372127,58.858992045873485,169.70588976148852,1
0,132.4152605214644,54.41648815712576,170.07692351930834,1
0,127.73480963195723,59.74046821451082,169.79939601986175,1
0,121.06015885789566,66.0414995055212,169.48769223606794,1
0,120.35093628763413,66.18560297867683,169.33429443863116,1
0,103.16672838559558,83.42930313514532,167.7203238948733,1
0,97.1604669841303,88.96040871854407,167.63532100197708,1
0,86.79950734255175,98.7925790633458,167.64400631314976,1
0,85.28498254736542,100.94308399852824,167.16253004087025,1
0,73.06681543415237,113.0582039747674,166.94451060402156,1
0,76.15743563971512,110.95359793764288,166.8146579635039,1
0,76.70433712135171,110.95912739048543,167.10594597553683,1
0,76.75763071193391,109.8384734601911,166.127644766908,1
0,70.73956105573588,116.35468774597454,165.50173264409727,1
0,69.13380067248484,117.86723124365315,165.1317612136123,1
0,75.25910232223492,111.48386733125314,164.3452549287463,1
